Time_(s),Current_(A),Current_Std_Dev_(A),Control_Temperature_(K),Sample_Temperature_(K),Unnamed: 5,Unnamed: 6
124679.7,0.0001278972,1.348085e-08,430.0,430.0,,
124700.4,0.0001278823,8.233401e-09,430.0,430.0,,
124721.4,0.0001278823,6.498718e-09,430.0,430.0,,
124742.2,0.0001278996,1.060608e-08,429.99,429.99,,
124762.9,0.000127939,9.285592e-09,430.01,430.01,,
124783.5,0.0001279111,9.971626e-09,430.0,430.0,,
124804.7,0.0001279244,8.435375e-09,430.0,430.0,,
124825.3,0.0001279166,9.106774e-09,430.0,430.0,,
124845.5,0.0001279095,4.927248e-09,430.0,430.0,,
124865.8,0.0001278957,8.512083e-09,430.0,430.0,,
124885.9,0.0001278763,4.945256e-09,430.0,430.0,,
124906.3,0.0001278921,9.134185e-09,430.0,430.0,,
124927.0,0.0001278881,1.471545e-08,430.01,430.01,,
124947.5,0.0001278733,6.549809e-09,429.99,429.99,,
124968.8,0.0001278964,1.080329e-08,430.0,430.0,,
124989.9,0.0001278806,1.453119e-08,430.01,430.01,,
125010.4,0.0001278638,6.142746e-09,430.0,430.0,,
125030.6,0.0001278721,3.107339e-09,430.0,430.0,,
125051.0,0.0001278553,6.464433e-09,430.0,430.0,,
125071.4,0.000127874,1.468938e-08,429.99,429.99,,
125092.4,0.0001279017,7.572611e-09,430.0,430.0,,
125113.2,0.0001278845,9.891073e-09,430.0,430.0,,
125133.8,0.0001278644,3.977716e-09,430.0,430.0,,
125154.7,0.0001278827,6.429965e-09,430.0,430.0,,
125175.4,0.0001278658,1.32732e-08,430.01,430.01,,
125195.8,0.0001278489,1.043977e-08,430.0,430.0,,
125216.6,0.0001278738,5.432413e-09,430.0,430.0,,
125237.6,0.0001278827,5.186521e-09,429.99,429.99,,
125259.3,0.0001278794,4.005552e-09,430.0,430.0,,
125280.9,0.0001278848,6.069962e-09,430.0,430.0,,
125302.9,0.0001278664,7.121173e-09,430.0,430.0,,
125324.0,0.0001278585,7.291548e-09,430.0,430.0,,
125344.6,0.0001278769,3.984693e-09,430.0,430.0,,
125365.5,0.0001278623,7.746684e-09,430.0,430.0,,
125386.2,0.0001278508,3.994441e-09,430.0,430.0,,
125407.0,0.0001278766,6.221825e-09,430.0,430.0,,
125427.9,0.0001278693,1.275452e-08,430.01,430.01,,
125448.5,0.0001278242,9.199034e-09,430.0,430.0,,
125468.9,0.0001278517,1.166238e-08,430.0,430.0,,
125489.7,0.0001278587,8.393781e-09,430.0,430.0,,
125510.5,0.0001278342,6.596295e-09,430.0,430.0,,
125531.3,0.0001278034,9.215928e-09,430.0,430.0,,
125551.9,0.0001278218,1.568297e-08,429.99,429.99,,
125572.4,0.0001278569,5.526703e-09,430.0,430.0,,
125593.5,0.0001278384,1.113752e-08,430.0,430.0,,
125614.2,0.0001278364,6.947422e-09,430.0,430.0,,
125634.5,0.0001278344,8.884443e-09,430.01,430.01,,
125655.5,0.0001277937,1.314069e-08,430.0,430.0,,
125676.1,0.0001278045,2.867151e-08,429.99,429.99,,
125697.0,0.0001278714,2.175214e-08,430.0,430.0,,
125717.9,0.0001279539,4.56349e-08,430.0,430.0,,
125738.7,0.0001279161,1.047165e-08,430.0,430.0,,
125759.2,0.0001278502,4.954639e-08,430.01,430.01,,
125779.5,0.0001277778,8.10761e-09,430.0,430.0,,
125799.9,0.0001277827,1.106596e-08,430.0,430.0,,
125821.0,0.0001277954,8.809086e-09,430.0,430.0,,
125841.5,0.0001277788,7.941452e-09,430.0,430.0,,
125861.8,0.0001277981,9.700515e-09,430.0,430.0,,
125882.3,0.0001278267,6.290204e-09,430.01,430.01,,
125902.7,0.0001278046,6.669999e-09,430.0,430.0,,
125922.9,0.0001277988,7.685484e-09,430.0,430.0,,
125943.2,0.0001277922,6.613118e-09,430.0,430.0,,
125963.7,0.000127792,9.11653e-09,430.01,430.01,,
125984.4,0.0001277996,3.373096e-09,430.0,430.0,,
126005.1,0.0001278098,5.245104e-09,430.0,430.0,,
126025.4,0.0001278022,5.82714e-09,430.0,430.0,,
126045.6,0.0001278116,5.621388e-09,430.0,430.0,,
126066.2,0.0001277988,6.779053e-09,430.0,430.0,,
126086.6,0.0001278187,1.219335e-08,430.0,430.0,,
126106.9,0.0001278242,9.052931e-09,430.0,430.0,,
126127.7,0.0001277814,1.000222e-08,430.0,430.0,,
126148.2,0.0001277823,4.083844e-09,430.0,430.0,,
126168.9,0.0001277867,5.056349e-09,430.0,430.0,,
126189.7,0.0001278023,5.888784e-09,430.0,430.0,,
126210.0,0.0001277882,1.293402e-08,430.01,430.01,,
126230.8,0.000127753,7.039571e-09,430.0,430.0,,
126251.1,0.0001277803,1.227509e-08,430.0,430.0,,
126271.4,0.0001277931,6.52261e-09,430.01,430.01,,
126291.9,0.0001277877,9.092732e-09,430.0,430.0,,
126312.7,0.0001277953,4.164666e-09,430.0,430.0,,
126333.1,0.0001277947,3.433495e-09,430.0,430.0,,
126353.5,0.0001278017,4.900113e-09,430.0,430.0,,
126373.7,0.0001278096,9.3832e-09,430.0,430.0,,
126394.1,0.0001278281,1.021383e-08,430.01,430.01,,
126414.6,0.0001277915,6.553201e-09,430.0,430.0,,
126435.2,0.0001278044,1.330163e-08,429.99,429.99,,
126455.9,0.0001278038,9.342852e-09,430.01,430.01,,
126476.4,0.0001277834,1.33849e-08,430.0,430.0,,
126496.9,0.0001278212,1.122299e-08,430.0,430.0,,
126517.3,0.0001277943,1.448409e-08,430.0,430.0,,
126538.1,0.0001277501,8.372574e-09,430.0,430.0,,
126558.8,0.0001277573,1.794467e-08,429.99,429.99,,
126579.1,0.0001277963,5.165054e-09,430.0,430.0,,
126599.8,0.0001277894,2.988868e-09,430.0,430.0,,
126620.3,0.0001277978,1.245258e-08,430.0,430.0,,
126640.9,0.0001278094,5.985167e-09,430.0,430.0,,
126661.5,0.0001278146,6.636599e-09,430.0,430.0,,
126682.0,0.0001277918,7.927449e-09,430.0,430.0,,
126702.4,0.00012778,4.472136e-09,430.0,430.0,,
126722.9,0.0001277898,1.020675e-08,430.0,430.0,,
126743.4,0.0001278256,8.4879e-09,430.0,430.0,,
126764.1,0.0001278024,5.481281e-09,430.0,430.0,,
126784.9,0.0001277994,5.929212e-09,430.0,430.0,,
126805.4,0.000127828,1.049868e-08,430.0,430.0,,
126826.0,0.0001278362,4.417138e-09,430.0,430.0,,
126846.5,0.0001278287,5.375872e-09,430.0,430.0,,
126867.5,0.0001278255,3.135815e-09,430.0,430.0,,
126887.9,0.0001278006,1.277324e-08,430.0,430.0,,
126908.7,0.0001277801,2.88654e-08,430.0,430.0,,
126929.2,0.0001278079,5.087021e-09,430.0,430.0,,
126949.4,0.000127786,4.163332e-09,430.0,430.0,,
126969.5,0.0001278038,9.772979e-09,430.0,430.0,,
126989.7,0.0001277939,1.145474e-08,430.01,430.01,,
127010.1,0.0001277793,3.622461e-09,430.0,430.0,,
127030.4,0.0001277878,7.583608e-09,429.99,429.99,,
127050.4,0.0001279012,1.537327e-07,430.0,430.0,,
127070.7,0.0001277902,6.646637e-09,430.0,430.0,,
127090.8,0.0001277926,6.432556e-09,429.99,429.99,,
127111.3,0.0001278038,2.699794e-09,430.01,430.01,,
127131.8,0.0001277974,6.552353e-09,430.01,430.01,,
127152.2,0.0001277941,3.900142e-09,430.0,430.0,,
127172.7,0.0001277828,6.679987e-09,430.0,430.0,,
127193.1,0.0001277743,3.973523e-09,430.0,430.0,,
127213.5,0.0001277867,4.347413e-09,430.0,430.0,,
127233.9,0.0001277855,8.329999e-09,430.0,430.0,,
127254.3,0.0001277964,7.720104e-09,430.0,430.0,,
127275.0,0.0001277848,5.329165e-09,430.0,430.0,,
127295.9,0.0001278246,5.029071e-08,430.0,430.0,,
127316.4,0.0001277955,1.875722e-08,430.0,430.0,,
127337.5,0.000127815,2.467567e-08,430.0,430.0,,
127358.3,0.000127801,1.030642e-08,430.0,430.0,,
127379.4,0.0001277981,8.849984e-09,430.0,430.0,,
127399.9,0.000127813,9.140873e-09,430.0,430.0,,
127420.5,0.0001278136,1.913809e-08,430.0,430.0,,
127441.1,0.0001277907,1.612486e-08,430.0,430.0,,
127461.9,0.0001277456,1.55077e-08,430.01,430.01,,
127482.2,0.0001277205,7.291548e-09,430.0,430.0,,
127503.0,0.000127726,1.358921e-08,429.99,429.99,,
127523.4,0.0001277476,8.154072e-09,430.0,430.0,,
127543.7,0.0001277332,6.89283e-09,430.0,430.0,,
127564.3,0.0001277444,8.656404e-09,430.0,430.0,,
127584.7,0.0001277254,4.835057e-09,430.0,430.0,,
127605.5,0.0001277188,4.315347e-09,430.0,430.0,,
127625.7,0.0001277214,3.893014e-09,430.0,430.0,,
127646.3,0.0001277057,9.369573e-09,430.0,430.0,,
127666.8,0.0001277037,1.223883e-08,430.0,430.0,,
127687.2,0.0001277301,5.626327e-09,430.01,430.01,,
127707.4,0.0001277217,6.254776e-09,430.0,430.0,,
127727.6,0.0001277264,6.221825e-09,430.0,430.0,,
127748.3,0.0001276177,5.53254e-08,430.0,430.0,,
127768.6,0.000127601,1.974842e-08,429.99,429.99,,
127789.3,0.0001276594,1.267719e-08,430.01,430.01,,
127809.8,0.0001276646,3.902193e-08,430.01,430.01,,
127830.8,0.0001276483,8.692909e-09,430.0,430.0,,
127851.2,0.0001276443,7.087548e-09,430.0,430.0,,
127871.7,0.0001276433,1.252597e-08,430.0,430.0,,
127892.3,0.0001276708,1.099293e-08,430.0,430.0,,
127913.2,0.0001277008,1.771879e-08,430.0,430.0,,
127934.0,0.0001277554,2.728125e-08,430.0,430.0,,
127954.3,0.0001277812,2.964906e-08,430.0,430.0,,
127974.7,0.0001277541,3.3438e-08,429.99,429.99,,
127995.2,0.0001278393,6.465644e-08,430.01,430.01,,
128015.6,0.0001276911,3.927807e-08,430.0,430.0,,
128036.5,0.0001276831,2.821524e-08,430.0,430.0,,
128058.0,0.0001276655,2.063573e-08,430.0,430.0,,
128079.3,0.0001276491,8.116513e-09,430.0,430.0,,
128100.3,0.0001276425,9.276613e-09,430.0,430.0,,
128121.3,0.0001276065,9.868581e-09,430.0,430.0,,
128141.9,0.0001276241,5.043147e-09,430.0,430.0,,
128162.2,0.0001276142,1.549767e-08,430.0,430.0,,
128182.6,0.0001276278,1.314703e-08,430.0,430.0,,
128203.5,0.0001276295,1.680112e-08,430.01,430.01,,
128224.6,0.0001275916,9.570789e-09,430.0,430.0,,
128245.2,0.0001276232,9.727395e-09,430.0,430.0,,
128265.8,0.0001275982,1.526652e-08,430.01,430.01,,
128286.4,0.0001275702,7.814516e-09,429.99,429.99,,
128307.0,0.0001276075,8.127457e-09,430.0,430.0,,
128327.5,0.0001275961,5.300943e-09,430.0,430.0,,
128347.8,0.0001275938,8.816651e-09,430.0,430.0,,
128368.4,0.0001275802,3.259175e-09,430.0,430.0,,
128388.9,0.000127576,6.649979e-09,430.0,430.0,,
128410.0,0.0001275968,1.119325e-08,430.0,430.0,,
128431.6,0.0001275924,9.628661e-09,430.01,430.01,,
128451.9,0.0001275801,8.736259e-09,430.0,430.0,,
128472.2,0.0001275749,1.064007e-08,430.01,430.01,,
128493.1,0.0001275613,4.24395e-09,430.0,430.0,,
128513.1,0.0001275833,9.381424e-09,430.0,430.0,,
128534.0,0.0001275702,7.223419e-09,430.0,430.0,,
128554.4,0.0001275785,4.365076e-08,429.99,429.99,,
128574.7,0.0001276029,2.602755e-08,430.01,430.01,,
128595.3,0.0001275823,1.056251e-08,430.0,430.0,,
128615.9,0.0001275332,5.123757e-08,430.0,430.0,,
128636.6,0.000127474,9.64941e-09,430.0,430.0,,
128657.3,0.000127421,8.705043e-09,430.0,430.0,,
128678.1,0.0001274386,2.409795e-08,429.99,429.99,,
128698.5,0.0001275094,1.33849e-08,430.0,430.0,,
128719.0,0.0001275174,1.27122e-08,430.0,430.0,,
128739.5,0.0001275167,9.165758e-09,430.01,430.01,,
128760.1,0.0001274925,7.691987e-09,430.0,430.0,,
128780.7,0.0001275076,1.049021e-08,430.0,430.0,,
128801.1,0.0001274891,5.113479e-08,430.01,430.01,,
128821.6,0.0001274151,4.644339e-08,430.0,430.0,,
128842.0,0.0001274133,8.718435e-09,430.0,430.0,,
128862.5,0.0001274169,1.504401e-08,430.01,430.01,,
128883.1,0.0001274378,1.719044e-08,429.99,429.99,,
128903.5,0.0001274701,3.107339e-09,430.0,430.0,,
128924.4,0.0001274566,9.709102e-09,430.0,430.0,,
128944.9,0.0001274327,5.755191e-09,430.0,430.0,,
128965.6,0.0001274433,6.700746e-09,430.0,430.0,,
128986.0,0.00012743,6.164414e-09,430.0,430.0,,
129006.7,0.0001274233,4.398232e-09,430.0,430.0,,
129027.3,0.0001274375,5.522681e-09,430.0,430.0,,
129048.1,0.0001274505,8.181958e-09,430.0,430.0,,
129068.5,0.0001274132,1.041153e-08,430.01,430.01,,
129089.2,0.0001274141,1.232387e-08,430.0,430.0,,
129109.8,0.0001274295,7.33712e-09,430.01,430.01,,
129130.6,0.0001274187,9.78718e-09,430.0,430.0,,
129151.0,0.0001274457,9.615381e-09,430.0,430.0,,
129171.6,0.0001274419,7.680422e-09,430.0,430.0,,
129192.1,0.0001274188,1.429685e-08,430.0,430.0,,
129212.6,0.0001274293,1.160508e-08,430.0,430.0,,
129233.3,0.0001274473,6.325434e-09,430.0,430.0,,
129254.1,0.0001274304,1.256273e-08,430.0,430.0,,
129274.8,0.0001274092,1.349732e-08,430.0,430.0,,
129295.3,0.0001274215,9.466315e-09,430.01,430.01,,
129315.9,0.0001274135,7.975657e-09,430.0,430.0,,
129336.4,0.0001274379,1.002719e-08,430.01,430.01,,
129356.9,0.0001274431,9.194805e-09,429.99,429.99,,
129377.4,0.000127471,1.943651e-08,430.0,430.0,,
129398.2,0.0001274417,2.823729e-08,430.0,430.0,,
129418.9,0.0001274297,1.023122e-08,430.0,430.0,,
129439.6,0.0001274376,2.422212e-08,430.01,430.01,,
129460.3,0.0001273848,1.001998e-08,430.0,430.0,,
129481.0,0.0001274008,1.864165e-08,430.0,430.0,,
129501.8,0.0001273746,7.589466e-09,430.01,430.01,,
129522.5,0.000127376,8.730534e-09,430.0,430.0,,
129543.3,0.0001273545,7.905694e-09,430.0,430.0,,
129564.0,0.000127341,7.348469e-09,430.0,430.0,,
129584.9,0.0001273501,4.909175e-09,430.0,430.0,,
129605.8,0.0001273496,9.991107e-09,430.0,430.0,,
129626.4,0.0001273529,4.976612e-09,430.0,430.0,,
129646.9,0.0001273537,8.882567e-09,430.0,430.0,,
129667.4,0.000127375,6.306963e-09,430.0,430.0,,
129688.2,0.0001273862,6.795423e-09,430.0,430.0,,
129708.5,0.0001273581,1.437165e-08,430.0,430.0,,
129729.1,0.0001273644,1.227645e-08,429.99,429.99,,
129749.8,0.0001273649,2.559275e-08,430.01,430.01,,
129770.1,0.0001273237,8.165646e-09,429.99,429.99,,
129790.9,0.0001273351,7.766738e-09,430.0,430.0,,
129811.6,0.0001273116,8.934328e-09,430.0,430.0,,
129832.4,0.0001273392,1.489817e-08,430.0,430.0,,
129853.8,0.0001273442,5.80804e-09,430.0,430.0,,
129874.2,0.000127335,7.845735e-09,430.0,430.0,,
129894.6,0.0001273463,3.88873e-09,430.0,430.0,,
129915.2,0.000127353,4.546061e-09,430.0,430.0,,
129935.8,0.000127326,8.869423e-09,430.01,430.01,,
129956.2,0.0001273254,6.41526e-09,430.0,430.0,,
129976.7,0.0001273423,9.718825e-09,430.0,430.0,,
129997.2,0.0001273433,5.850926e-09,430.01,430.01,,
130017.4,0.000127338,4.082483e-09,430.0,430.0,,
130038.4,0.0001273266,6.963396e-09,430.01,430.01,,
130059.2,0.0001273469,6.573516e-09,430.0,430.0,,
130080.0,0.0001273477,2.668749e-09,430.0,430.0,,
130100.4,0.0001273571,1.333708e-08,430.0,430.0,,
130120.9,0.0001273394,4.599517e-09,430.0,430.0,,
130141.4,0.0001273378,1.001998e-08,430.0,430.0,,
130161.9,0.0001273195,2.27303e-09,430.0,430.0,,
130182.0,0.0001273299,7.309811e-09,430.0,430.0,,
130202.3,0.0001273354,4.273952e-09,430.0,430.0,,
130222.8,0.0001273527,6.219146e-09,430.0,430.0,,
130242.9,0.0001273398,1.133137e-08,430.0,430.0,,
130263.5,0.0001273515,6.502136e-09,430.0,430.0,,
130283.9,0.0001273389,1.066094e-08,430.0,430.0,,
130304.7,0.0001273218,7.554248e-09,430.0,430.0,,
130325.2,0.0001273276,5.274677e-09,430.0,430.0,,
130345.8,0.0001273145,7.153088e-09,430.0,430.0,,
130366.2,0.0001273211,1.262669e-08,430.0,430.0,,
130386.7,0.0001273616,5.758086e-09,430.01,430.01,,
130407.3,0.0001273435,8.249579e-09,430.0,430.0,,
130427.5,0.0001272998,1.800494e-08,429.99,429.99,,
130448.1,0.0001273055,7.720823e-09,430.0,430.0,,
130468.9,0.0001273012,8.256984e-09,430.0,430.0,,
130489.5,0.0001272912,1.551916e-08,430.0,430.0,,
130510.2,0.0001272839,2.029477e-08,430.0,430.0,,
130531.1,0.00012724,4.535539e-08,430.0,430.0,,
130551.5,0.0001270767,8.955948e-08,430.0,430.0,,
130572.3,0.0001270145,1.103781e-08,430.0,430.0,,
130592.8,0.0001270041,6.081849e-09,430.0,430.0,,
130613.5,0.0001269727,1.327529e-08,430.0,430.0,,
130634.2,0.0001269724,5.719363e-09,430.0,430.0,,
130654.6,0.000126984,1.03709e-08,430.0,430.0,,
130675.0,0.000127017,7.272475e-09,430.0,430.0,,
130695.7,0.0001270006,8.208397e-09,430.0,430.0,,
130716.4,0.0001270137,7.409453e-09,430.0,430.0,,
130736.8,0.0001270031,5.546771e-09,430.0,430.0,,
130757.4,0.0001269907,4.522782e-09,430.0,430.0,,
130778.2,0.0001269946,6.363088e-09,430.0,430.0,,
130798.8,0.0001270209,1.071292e-08,430.0,430.0,,
130819.6,0.0001270168,5.202563e-09,430.0,430.0,,
130840.5,0.0001270262,4.732864e-09,430.0,430.0,,
130861.0,0.0001270195,8.996913e-09,430.01,430.01,,
130881.8,0.0001269999,7.248755e-09,430.0,430.0,,
130902.1,0.0001270216,5.910443e-09,430.0,430.0,,
130923.0,0.0001270316,9.628661e-09,430.0,430.0,,
130943.9,0.0001270364,3.186499e-08,430.01,430.01,,
130964.7,0.0001270381,4.532598e-09,430.0,430.0,,
130985.5,0.0001270515,7.633988e-09,430.0,430.0,,
131006.4,0.0001270644,4.087923e-09,430.0,430.0,,
131027.2,0.0001270582,5.750362e-09,430.01,430.01,,
131047.8,0.0001270755,1.320984e-08,429.99,429.99,,
131068.3,0.0001270899,6.154492e-09,430.01,430.01,,
131089.4,0.0001270677,7.732328e-09,429.99,429.99,,
131110.0,0.0001270955,7.975657e-09,430.01,430.01,,
131130.8,0.0001270898,9.040649e-09,430.0,430.0,,
131151.4,0.0001271045,1.470639e-08,430.0,430.0,,
131172.1,0.0001271826,2.598376e-08,430.0,430.0,,
131193.4,0.0001271742,1.282186e-08,430.0,430.0,,
131214.8,0.0001272001,1.630576e-08,430.0,430.0,,
131236.3,0.0001272119,4.557046e-09,430.01,430.01,,
131257.4,0.0001271622,3.340592e-08,430.0,430.0,,
131278.1,0.0001271959,1.850195e-08,430.0,430.0,,
131298.3,0.0001272212,2.302076e-08,430.0,430.0,,
131319.0,0.0001272281,1.766635e-08,430.0,430.0,,
131339.5,0.0001272238,2.490783e-08,430.0,430.0,,
131360.4,0.0001272862,1.136075e-08,430.01,430.01,,
131381.1,0.0001273516,4.418949e-08,430.0,430.0,,
131401.0,0.0001274713,2.141158e-08,430.0,430.0,,
131421.6,0.0001274914,1.119722e-08,430.0,430.0,,
131442.0,0.0001275248,2.114395e-08,430.0,430.0,,
131462.4,0.000127535,9.69536e-09,430.0,430.0,,
131483.0,0.0001275026,2.714652e-08,430.0,430.0,,
131503.8,0.0001275422,5.769652e-09,429.99,429.99,,
131524.5,0.0001275578,5.82714e-09,430.0,430.0,,
131545.1,0.0001275294,4.325634e-09,430.01,430.01,,
131565.6,0.0001275161,3.754997e-09,430.0,430.0,,
131586.7,0.0001275533,4.59542e-08,430.0,430.0,,
131607.2,0.0001276426,1.020022e-08,430.0,430.0,,
131627.9,0.0001276399,5.626327e-09,430.01,430.01,,
131648.4,0.000127656,1.624124e-08,429.99,429.99,,
131669.3,0.000127674,9.15302e-09,430.01,430.01,,
131690.2,0.0001276361,9.206881e-09,430.0,430.0,,
131711.0,0.0001276197,5.375872e-09,430.0,430.0,,
131731.7,0.0001276029,2.331166e-08,430.0,430.0,,
131752.4,0.0001275507,5.311842e-08,430.0,430.0,,
131773.2,0.0001274217,2.359873e-08,430.01,430.01,,
131793.5,0.0001273493,2.08276e-08,430.0,430.0,,
131814.2,0.0001273246,4.993329e-09,430.0,430.0,,
131835.0,0.0001273342,1.348085e-08,430.0,430.0,,
131855.6,0.0001273524,8.694826e-09,430.01,430.01,,
131876.1,0.0001273168,9.29516e-09,430.0,430.0,,
131897.1,0.0001273207,7.832269e-09,430.0,430.0,,
131918.1,0.0001273398,9.138441e-09,430.0,430.0,,
131938.9,0.0001273225,1.346807e-08,430.01,430.01,,
131959.7,0.000127295,1.112555e-08,430.0,430.0,,
131980.3,0.000127334,9.809293e-09,430.0,430.0,,
132000.7,0.0001273382,1.677167e-08,430.0,430.0,,
132021.1,0.000127345,1.488474e-08,430.01,430.01,,
132041.9,0.0001273108,2.700946e-08,429.99,429.99,,
132062.5,0.000127368,1.25344e-08,430.0,430.0,,
132083.4,0.0001273688,2.219009e-08,430.01,430.01,,
132104.2,0.0001273261,7.18718e-09,430.0,430.0,,
132124.9,0.0001273511,7.709302e-09,430.0,430.0,,
132145.6,0.0001274055,7.155146e-08,430.0,430.0,,
132166.2,0.0001273221,5.173651e-09,430.0,430.0,,
132186.5,0.0001273194,1.646005e-08,430.0,430.0,,
132207.3,0.0001272773,1.77767e-08,430.01,430.01,,
132228.3,0.0001272926,2.612449e-08,429.99,429.99,,
132249.2,0.0001273248,1.769997e-08,430.01,430.01,,
132270.4,0.0001272617,1.884469e-08,430.0,430.0,,
132290.9,0.0001272922,1.066458e-08,430.0,430.0,,
132311.0,0.0001272922,9.437514e-09,430.0,430.0,,
132331.2,0.0001273058,2.337995e-08,429.99,429.99,,
132351.9,0.0001272947,1.534818e-08,430.01,430.01,,
132372.1,0.0001274584,2.514373e-07,430.0,430.0,,
132392.6,0.0001276535,3.209535e-07,430.0,430.0,,
132413.2,0.0001273652,2.488998e-08,430.0,430.0,,
132433.6,0.0001273343,5.618827e-08,430.0,430.0,,
132454.2,0.0001273415,5.700877e-09,430.0,430.0,,
132474.6,0.000127327,1.988858e-08,430.0,430.0,,
132494.9,0.0001272741,1.076465e-08,430.0,430.0,,
132515.2,0.000127303,9.626353e-09,429.99,429.99,,
132535.7,0.0001272998,8.651268e-09,430.01,430.01,,
132556.1,0.0001272887,6.429965e-09,430.0,430.0,,
132576.4,0.0001272855,5.233439e-09,430.0,430.0,,
132597.1,0.000127281,4.136558e-09,430.0,430.0,,
132617.6,0.0001272738,9.975526e-09,430.0,430.0,,
132638.1,0.0001272688,1.084025e-08,430.0,430.0,,
132658.4,0.0001272813,6.342975e-09,430.0,430.0,,
132678.7,0.000127313,8.768631e-09,430.0,430.0,,
132699.3,0.0001273057,8.53815e-09,430.01,430.01,,
132719.8,0.0001272952,7.495184e-09,430.0,430.0,,
132740.5,0.0001273159,8.265726e-09,430.0,430.0,,
132761.0,0.0001273297,6.481598e-09,430.0,430.0,,
132781.8,0.0001273383,7.498889e-09,430.0,430.0,,
132802.8,0.0001273226,9.582391e-09,430.01,430.01,,
132823.6,0.0001273162,9.247222e-09,429.99,429.99,,
132844.0,0.0001273393,8.000694e-09,430.0,430.0,,
132864.7,0.000127319,1.321615e-08,430.01,430.01,,
132885.3,0.0001273018,1.314703e-08,430.0,430.0,,
132906.2,0.0001273299,2.049634e-08,430.0,430.0,,
132926.7,0.0001273221,2.13773e-08,430.01,430.01,,
132947.4,0.0001272581,1.176105e-08,429.99,429.99,,
132968.0,0.0001272878,1.055988e-08,430.0,430.0,,
132988.5,0.0001272746,1.78338e-08,430.01,430.01,,
133009.0,0.0001272631,8.900062e-09,429.99,429.99,,
133029.7,0.0001272918,7.728734e-09,430.0,430.0,,
133050.4,0.0001272783,9.97831e-09,430.0,430.0,,
133071.0,0.0001272821,9.243015e-09,430.0,430.0,,
133091.7,0.0001272897,4.808557e-09,430.01,430.01,,
133112.6,0.0001272911,6.69079e-09,430.0,430.0,,
133133.7,0.000127295,7.149204e-09,430.0,430.0,,
133154.3,0.000127286,4e-09,430.0,430.0,,
133175.3,0.0001272897,6.056218e-09,430.0,430.0,,
133196.0,0.0001272915,3.17105e-09,430.0,430.0,,
133216.7,0.0001272882,5.159673e-09,430.0,430.0,,
133237.6,0.0001272947,8.219895e-09,430.0,430.0,,
133258.0,0.0001273042,5.202563e-09,430.0,430.0,,
133278.7,0.0001272901,7.950542e-09,430.0,430.0,,
133299.3,0.000127297,6.749486e-09,430.0,430.0,,
133320.0,0.0001273152,6.303438e-09,430.0,430.0,,
133341.1,0.0001272997,6.945022e-09,430.0,430.0,,
133362.4,0.0001272953,6.864563e-09,430.0,430.0,,
133383.4,0.0001273022,8.753412e-09,430.0,430.0,,
133404.3,0.0001272995,1.103781e-08,429.99,429.99,,
133425.1,0.0001273124,5.581716e-09,430.01,430.01,,
133445.5,0.0001272951,7.279347e-09,430.0,430.0,,
133466.8,0.0001273058,8.14862e-09,430.0,430.0,,
133487.6,0.0001272864,1.001332e-08,430.0,430.0,,
133508.3,0.0001272991,1.266184e-08,429.99,429.99,,
133529.3,0.0001273167,1.413467e-08,430.01,430.01,,
133550.1,0.0001272921,8.07534e-09,430.0,430.0,,
133570.3,0.0001273052,6.679987e-09,430.0,430.0,,
133590.7,0.0001272871,1.27841e-08,430.01,430.01,,
133610.9,0.0001272718,1.3522e-08,429.99,429.99,,
133631.1,0.0001272972,7.857056e-09,430.0,430.0,,
133652.0,0.0001272752,5.996295e-09,430.0,430.0,,
133672.3,0.0001273122,1.075794e-08,430.01,430.01,,
133692.5,0.0001272927,9.855061e-09,430.0,430.0,,
133713.0,0.0001272823,5.396501e-09,430.0,430.0,,
133733.6,0.000127298,6.51494e-09,430.01,430.01,,
133754.2,0.0001273099,5.445691e-09,430.0,430.0,,
133774.9,0.000127323,3.651484e-09,430.0,430.0,,
133795.4,0.0001273037,1.514412e-08,430.0,430.0,,
133816.3,0.0001272928,9.150592e-09,430.0,430.0,,
133836.8,0.0001273296,1.066875e-08,430.01,430.01,,
133857.2,0.0001272986,1.069995e-08,430.0,430.0,,
133877.8,0.0001273254,7.916958e-08,430.0,430.0,,
133898.1,0.0001273147,2.575547e-08,430.01,430.01,,
133918.6,0.0001272805,8.922506e-09,430.0,430.0,,
133939.2,0.000127278,4.944132e-09,430.0,430.0,,
133960.0,0.0001272765,4.249183e-09,430.0,430.0,,
133980.6,0.0001272673,5.907622e-09,430.0,430.0,,
134001.0,0.0001272769,6.822349e-09,430.0,430.0,,
134021.5,0.0001272963,9.638465e-09,430.0,430.0,,
134042.1,0.0001272913,3.973523e-09,430.0,430.0,,
134063.0,0.0001273026,8.140434e-09,430.0,430.0,,
134083.7,0.0001273062,7.036413e-09,430.01,430.01,,
134104.5,0.0001273002,4.467164e-09,430.0,430.0,,
134125.3,0.000127291,8.013877e-09,430.01,430.01,,
134146.0,0.0001272869,6.118279e-09,430.0,430.0,,
134166.7,0.0001273025,6.059886e-09,430.0,430.0,,
134187.4,0.0001272879,9.158481e-09,430.0,430.0,,
134208.5,0.0001272799,1.115995e-08,430.0,430.0,,
134229.7,0.0001273137,1.040353e-08,430.0,430.0,,
134250.0,0.0001272855,1.825285e-08,430.0,430.0,,
134270.5,0.0001272807,7.91693e-09,430.0,430.0,,
